Model,Layer1,Layer2,Delta_acc1,Delta_acc2,Accuracy,Delta_acc
2490,stage2.unit3.quant_convbn1,stage2.unit4.quant_convbn3,0.152,0.162,77.212,0.266
2491,stage2.unit3.quant_convbn1,stage3.unit1.quant_act,0.152,2.506,74.796,2.682
2492,stage2.unit3.quant_convbn1,stage3.unit1.quant_convbn1,0.152,0.044,77.12,0.358
2493,stage2.unit3.quant_convbn1,stage3.unit1.quant_act1,0.152,1.498,76.064,1.414
2494,stage2.unit3.quant_convbn1,stage3.unit1.quant_convbn2,0.152,0.146,77.092,0.386
2495,stage2.unit3.quant_convbn1,stage3.unit1.quant_act2,0.152,6.106,71.346,6.132
2496,stage2.unit3.quant_convbn1,stage3.unit1.quant_convbn3,0.152,0.168,77.282,0.196
2497,stage2.unit3.quant_convbn1,stage3.unit2.quant_act,0.152,0.324,76.92,0.558
2498,stage2.unit3.quant_convbn1,stage3.unit2.quant_convbn1,0.152,0.038,77.232,0.246
2499,stage2.unit3.quant_convbn1,stage3.unit2.quant_act1,0.152,1.442,75.94,1.538
2500,stage2.unit3.quant_convbn1,stage3.unit2.quant_convbn2,0.152,0.162,77.092,0.386
2501,stage2.unit3.quant_convbn1,stage3.unit2.quant_act2,0.152,0.53,76.888,0.59
2502,stage2.unit3.quant_convbn1,stage3.unit2.quant_convbn3,0.152,0.106,77.34,0.138
2503,stage2.unit3.quant_convbn1,stage3.unit3.quant_act,0.152,0.246,77.028,0.45
2504,stage2.unit3.quant_convbn1,stage3.unit3.quant_convbn1,0.152,0.25,77.128,0.35
2505,stage2.unit3.quant_convbn1,stage3.unit3.quant_act1,0.152,1.5,75.806,1.672
2506,stage2.unit3.quant_convbn1,stage3.unit3.quant_convbn2,0.152,0.174,77.156,0.322
2507,stage2.unit3.quant_convbn1,stage3.unit3.quant_act2,0.152,6.144,71.324,6.154
2508,stage2.unit3.quant_convbn1,stage3.unit3.quant_convbn3,0.152,0.176,77.29,0.188
2509,stage2.unit3.quant_convbn1,stage3.unit4.quant_act,0.152,0.43,76.922,0.556
2510,stage2.unit3.quant_convbn1,stage3.unit4.quant_convbn1,0.152,-0.036,77.266,0.212
2511,stage2.unit3.quant_convbn1,stage3.unit4.quant_act1,0.152,0.708,76.664,0.814
2512,stage2.unit3.quant_convbn1,stage3.unit4.quant_convbn2,0.152,0.156,77.208,0.27
2513,stage2.unit3.quant_convbn1,stage3.unit4.quant_act2,0.152,1.102,76.412,1.066
2514,stage2.unit3.quant_convbn1,stage3.unit4.quant_convbn3,0.152,0.194,77.15,0.328
2515,stage2.unit3.quant_convbn1,stage3.unit5.quant_act,0.152,0.308,77.018,0.46
2516,stage2.unit3.quant_convbn1,stage3.unit5.quant_convbn1,0.152,0.17,77.148,0.33
2517,stage2.unit3.quant_convbn1,stage3.unit5.quant_act1,0.152,1.986,75.338,2.14
2518,stage2.unit3.quant_convbn1,stage3.unit5.quant_convbn2,0.152,0.14,77.238,0.24
2519,stage2.unit3.quant_convbn1,stage3.unit5.quant_act2,0.152,3.05,74.354,3.124
2520,stage2.unit3.quant_convbn1,stage3.unit5.quant_convbn3,0.152,0.096,77.248,0.23
2521,stage2.unit3.quant_convbn1,stage3.unit6.quant_act,0.152,0.422,76.73,0.748
2522,stage2.unit3.quant_convbn1,stage3.unit6.quant_convbn1,0.152,0.18,77.162,0.316
2523,stage2.unit3.quant_convbn1,stage3.unit6.quant_act1,0.152,1.024,76.296,1.182
2524,stage2.unit3.quant_convbn1,stage3.unit6.quant_convbn2,0.152,0.116,77.086,0.392
2525,stage2.unit3.quant_convbn1,stage3.unit6.quant_act2,0.152,4.312,72.826,4.652
2526,stage2.unit3.quant_convbn1,stage3.unit6.quant_convbn3,0.152,0.116,77.108,0.37
2527,stage2.unit3.quant_convbn1,stage4.unit1.quant_act,0.152,12.264,65.342,12.136
2528,stage2.unit3.quant_convbn1,stage4.unit1.quant_convbn1,0.152,0.15,77.184,0.294
2529,stage2.unit3.quant_convbn1,stage4.unit1.quant_act1,0.152,0.256,77.112,0.366
2530,stage2.unit3.quant_convbn1,stage4.unit1.quant_convbn2,0.152,0.066,77.15,0.328
2531,stage2.unit3.quant_convbn1,stage4.unit1.quant_act2,0.152,0.15,77.186,0.292
2532,stage2.unit3.quant_convbn1,stage4.unit1.quant_convbn3,0.152,0.048,77.28,0.198
2533,stage2.unit3.quant_convbn1,stage4.unit2.quant_act,0.152,1.294,76.146,1.332
2534,stage2.unit3.quant_convbn1,stage4.unit2.quant_convbn1,0.152,0.216,77.148,0.33
2535,stage2.unit3.quant_convbn1,stage4.unit2.quant_act1,0.152,0.122,77.16,0.318
2536,stage2.unit3.quant_convbn1,stage4.unit2.quant_convbn2,0.152,0.024,77.324,0.154
2537,stage2.unit3.quant_convbn1,stage4.unit2.quant_act2,0.152,0.052,77.18,0.298
2538,stage2.unit3.quant_convbn1,stage4.unit2.quant_convbn3,0.152,0.148,77.25,0.228
2539,stage2.unit3.quant_convbn1,stage4.unit3.quant_act,0.152,1.1,76.26,1.218
2540,stage2.unit3.quant_convbn1,stage4.unit3.quant_convbn1,0.152,0.308,77.028,0.45
2541,stage2.unit3.quant_convbn1,stage4.unit3.quant_act1,0.152,0.222,77.126,0.352
2542,stage2.unit3.quant_convbn1,stage4.unit3.quant_convbn2,0.152,0.252,77.104,0.374
2543,stage2.unit3.quant_convbn1,stage4.unit3.quant_act2,0.152,0.512,76.832,0.646
2544,stage2.unit3.quant_convbn1,stage4.unit3.quant_convbn3,0.152,0.146,77.218,0.26
2791,stage2.unit4.quant_act,stage2.unit4.quant_convbn1,0.734,0.314,76.556,0.922
2792,stage2.unit4.quant_act,stage2.unit4.quant_act1,0.734,0.406,76.69,0.788
2793,stage2.unit4.quant_act,stage2.unit4.quant_convbn2,0.734,0.158,76.71,0.768
2794,stage2.unit4.quant_act,stage2.unit4.quant_act2,0.734,0.324,76.568,0.91
2795,stage2.unit4.quant_act,stage2.unit4.quant_convbn3,0.734,0.162,76.712,0.766
2796,stage2.unit4.quant_act,stage3.unit1.quant_act,0.734,2.506,74.058,3.42
2797,stage2.unit4.quant_act,stage3.unit1.quant_convbn1,0.734,0.044,76.616,0.862
2798,stage2.unit4.quant_act,stage3.unit1.quant_act1,0.734,1.498,75.198,2.28
2799,stage2.unit4.quant_act,stage3.unit1.quant_convbn2,0.734,0.146,76.644,0.834
2800,stage2.unit4.quant_act,stage3.unit1.quant_act2,0.734,6.106,69.624,7.854
2801,stage2.unit4.quant_act,stage3.unit1.quant_convbn3,0.734,0.168,76.582,0.896
2802,stage2.unit4.quant_act,stage3.unit2.quant_act,0.734,0.324,76.456,1.022
2803,stage2.unit4.quant_act,stage3.unit2.quant_convbn1,0.734,0.038,76.818,0.66
2804,stage2.unit4.quant_act,stage3.unit2.quant_act1,0.734,1.442,75.362,2.116
2805,stage2.unit4.quant_act,stage3.unit2.quant_convbn2,0.734,0.162,76.726,0.752
2806,stage2.unit4.quant_act,stage3.unit2.quant_act2,0.734,0.53,76.148,1.33
2807,stage2.unit4.quant_act,stage3.unit2.quant_convbn3,0.734,0.106,76.838,0.64
2808,stage2.unit4.quant_act,stage3.unit3.quant_act,0.734,0.246,76.356,1.122
2809,stage2.unit4.quant_act,stage3.unit3.quant_convbn1,0.734,0.25,76.666,0.812
2810,stage2.unit4.quant_act,stage3.unit3.quant_act1,0.734,1.5,75.332,2.146
2811,stage2.unit4.quant_act,stage3.unit3.quant_convbn2,0.734,0.174,76.74,0.738
2812,stage2.unit4.quant_act,stage3.unit3.quant_act2,0.734,6.144,69.634,7.844
2813,stage2.unit4.quant_act,stage3.unit3.quant_convbn3,0.734,0.176,76.768,0.71
2814,stage2.unit4.quant_act,stage3.unit4.quant_act,0.734,0.43,76.326,1.152
2815,stage2.unit4.quant_act,stage3.unit4.quant_convbn1,0.734,-0.036,76.804,0.674
2816,stage2.unit4.quant_act,stage3.unit4.quant_act1,0.734,0.708,76.15,1.328
2817,stage2.unit4.quant_act,stage3.unit4.quant_convbn2,0.734,0.156,76.644,0.834
2818,stage2.unit4.quant_act,stage3.unit4.quant_act2,0.734,1.102,75.486,1.992
2819,stage2.unit4.quant_act,stage3.unit4.quant_convbn3,0.734,0.194,76.776,0.702
2820,stage2.unit4.quant_act,stage3.unit5.quant_act,0.734,0.308,76.428,1.05
2821,stage2.unit4.quant_act,stage3.unit5.quant_convbn1,0.734,0.17,76.65,0.828
2822,stage2.unit4.quant_act,stage3.unit5.quant_act1,0.734,1.986,74.558,2.92
2823,stage2.unit4.quant_act,stage3.unit5.quant_convbn2,0.734,0.14,76.73,0.748
2824,stage2.unit4.quant_act,stage3.unit5.quant_act2,0.734,3.05,73.504,3.974
2825,stage2.unit4.quant_act,stage3.unit5.quant_convbn3,0.734,0.096,76.664,0.814
2826,stage2.unit4.quant_act,stage3.unit6.quant_act,0.734,0.422,76.082,1.396
2827,stage2.unit4.quant_act,stage3.unit6.quant_convbn1,0.734,0.18,76.628,0.85
2828,stage2.unit4.quant_act,stage3.unit6.quant_act1,0.734,1.024,75.814,1.664
2829,stage2.unit4.quant_act,stage3.unit6.quant_convbn2,0.734,0.116,76.652,0.826
2830,stage2.unit4.quant_act,stage3.unit6.quant_act2,0.734,4.312,72.058,5.42
2831,stage2.unit4.quant_act,stage3.unit6.quant_convbn3,0.734,0.116,76.712,0.766
2832,stage2.unit4.quant_act,stage4.unit1.quant_act,0.734,12.264,64.51,12.968
2833,stage2.unit4.quant_act,stage4.unit1.quant_convbn1,0.734,0.15,76.658,0.82
2834,stage2.unit4.quant_act,stage4.unit1.quant_act1,0.734,0.256,76.606,0.872
2835,stage2.unit4.quant_act,stage4.unit1.quant_convbn2,0.734,0.066,76.732,0.746
2836,stage2.unit4.quant_act,stage4.unit1.quant_act2,0.734,0.15,76.502,0.976
2837,stage2.unit4.quant_act,stage4.unit1.quant_convbn3,0.734,0.048,76.684,0.794
2838,stage2.unit4.quant_act,stage4.unit2.quant_act,0.734,1.294,75.404,2.074
2839,stage2.unit4.quant_act,stage4.unit2.quant_convbn1,0.734,0.216,76.61,0.868
2840,stage2.unit4.quant_act,stage4.unit2.quant_act1,0.734,0.122,76.644,0.834
2841,stage2.unit4.quant_act,stage4.unit2.quant_convbn2,0.734,0.024,76.786,0.692
2842,stage2.unit4.quant_act,stage4.unit2.quant_act2,0.734,0.052,76.726,0.752
2843,stage2.unit4.quant_act,stage4.unit2.quant_convbn3,0.734,0.148,76.682,0.796
2844,stage2.unit4.quant_act,stage4.unit3.quant_act,0.734,1.1,75.472,2.006
2845,stage2.unit4.quant_act,stage4.unit3.quant_convbn1,0.734,0.308,76.466,1.012
2846,stage2.unit4.quant_act,stage4.unit3.quant_act1,0.734,0.222,76.55,0.928
2847,stage2.unit4.quant_act,stage4.unit3.quant_convbn2,0.734,0.252,76.5,0.978
2848,stage2.unit4.quant_act,stage4.unit3.quant_act2,0.734,0.512,76.156,1.322
2849,stage2.unit4.quant_act,stage4.unit3.quant_convbn3,0.734,0.146,76.608,0.87
2850,stage2.unit4.quant_convbn1,stage2.unit4.quant_act1,0.314,0.406,76.882,0.596
2851,stage2.unit4.quant_convbn1,stage2.unit4.quant_convbn2,0.314,0.158,77.138,0.34
2852,stage2.unit4.quant_convbn1,stage2.unit4.quant_act2,0.314,0.324,77.06,0.418
2853,stage2.unit4.quant_convbn1,stage2.unit4.quant_convbn3,0.314,0.162,77.112,0.366
2854,stage2.unit4.quant_convbn1,stage3.unit1.quant_act,0.314,2.506,74.578,2.9
2855,stage2.unit4.quant_convbn1,stage3.unit1.quant_convbn1,0.314,0.044,77.112,0.366
2856,stage2.unit4.quant_convbn1,stage3.unit1.quant_act1,0.314,1.498,75.712,1.766
2857,stage2.unit4.quant_convbn1,stage3.unit1.quant_convbn2,0.314,0.146,77.166,0.312
2858,stage2.unit4.quant_convbn1,stage3.unit1.quant_act2,0.314,6.106,70.41,7.068
2859,stage2.unit4.quant_convbn1,stage3.unit1.quant_convbn3,0.314,0.168,77.126,0.352
2860,stage2.unit4.quant_convbn1,stage3.unit2.quant_act,0.314,0.324,77.038,0.44
2861,stage2.unit4.quant_convbn1,stage3.unit2.quant_convbn1,0.314,0.038,77.2,0.278
2862,stage2.unit4.quant_convbn1,stage3.unit2.quant_act1,0.314,1.442,75.72,1.758
2863,stage2.unit4.quant_convbn1,stage3.unit2.quant_convbn2,0.314,0.162,77.192,0.286
2864,stage2.unit4.quant_convbn1,stage3.unit2.quant_act2,0.314,0.53,76.646,0.832
2865,stage2.unit4.quant_convbn1,stage3.unit2.quant_convbn3,0.314,0.106,77.124,0.354
2866,stage2.unit4.quant_convbn1,stage3.unit3.quant_act,0.314,0.246,76.934,0.544
2867,stage2.unit4.quant_convbn1,stage3.unit3.quant_convbn1,0.314,0.25,77.028,0.45
2868,stage2.unit4.quant_convbn1,stage3.unit3.quant_act1,0.314,1.5,75.936,1.542
2869,stage2.unit4.quant_convbn1,stage3.unit3.quant_convbn2,0.314,0.174,77.086,0.392
2870,stage2.unit4.quant_convbn1,stage3.unit3.quant_act2,0.314,6.144,70.768,6.71
2871,stage2.unit4.quant_convbn1,stage3.unit3.quant_convbn3,0.314,0.176,77.062,0.416
2872,stage2.unit4.quant_convbn1,stage3.unit4.quant_act,0.314,0.43,76.894,0.584
2873,stage2.unit4.quant_convbn1,stage3.unit4.quant_convbn1,0.314,-0.036,77.184,0.294
2874,stage2.unit4.quant_convbn1,stage3.unit4.quant_act1,0.314,0.708,76.638,0.84
2875,stage2.unit4.quant_convbn1,stage3.unit4.quant_convbn2,0.314,0.156,77.134,0.344
2876,stage2.unit4.quant_convbn1,stage3.unit4.quant_act2,0.314,1.102,76.334,1.144
2877,stage2.unit4.quant_convbn1,stage3.unit4.quant_convbn3,0.314,0.194,77.122,0.356
2878,stage2.unit4.quant_convbn1,stage3.unit5.quant_act,0.314,0.308,76.916,0.562
2879,stage2.unit4.quant_convbn1,stage3.unit5.quant_convbn1,0.314,0.17,77.058,0.42
2880,stage2.unit4.quant_convbn1,stage3.unit5.quant_act1,0.314,1.986,75.206,2.272
2881,stage2.unit4.quant_convbn1,stage3.unit5.quant_convbn2,0.314,0.14,77.06,0.418
2882,stage2.unit4.quant_convbn1,stage3.unit5.quant_act2,0.314,3.05,74.23,3.248
2883,stage2.unit4.quant_convbn1,stage3.unit5.quant_convbn3,0.314,0.096,77.158,0.32
2884,stage2.unit4.quant_convbn1,stage3.unit6.quant_act,0.314,0.422,76.652,0.826
2885,stage2.unit4.quant_convbn1,stage3.unit6.quant_convbn1,0.314,0.18,77.034,0.444
2886,stage2.unit4.quant_convbn1,stage3.unit6.quant_act1,0.314,1.024,76.168,1.31
2887,stage2.unit4.quant_convbn1,stage3.unit6.quant_convbn2,0.314,0.116,77.024,0.454
2888,stage2.unit4.quant_convbn1,stage3.unit6.quant_act2,0.314,4.312,72.75,4.728
2889,stage2.unit4.quant_convbn1,stage3.unit6.quant_convbn3,0.314,0.116,77.082,0.396
2890,stage2.unit4.quant_convbn1,stage4.unit1.quant_act,0.314,12.264,64.772,12.706
2891,stage2.unit4.quant_convbn1,stage4.unit1.quant_convbn1,0.314,0.15,77.042,0.436
2892,stage2.unit4.quant_convbn1,stage4.unit1.quant_act1,0.314,0.256,76.948,0.53
2893,stage2.unit4.quant_convbn1,stage4.unit1.quant_convbn2,0.314,0.066,77.188,0.29
2894,stage2.unit4.quant_convbn1,stage4.unit1.quant_act2,0.314,0.15,77.14,0.338
2895,stage2.unit4.quant_convbn1,stage4.unit1.quant_convbn3,0.314,0.048,77.052,0.426
2896,stage2.unit4.quant_convbn1,stage4.unit2.quant_act,0.314,1.294,76.01,1.468
2897,stage2.unit4.quant_convbn1,stage4.unit2.quant_convbn1,0.314,0.216,77.04,0.438
2898,stage2.unit4.quant_convbn1,stage4.unit2.quant_act1,0.314,0.122,77.052,0.426
2899,stage2.unit4.quant_convbn1,stage4.unit2.quant_convbn2,0.314,0.024,77.1,0.378
2900,stage2.unit4.quant_convbn1,stage4.unit2.quant_act2,0.314,0.052,77.078,0.4
2901,stage2.unit4.quant_convbn1,stage4.unit2.quant_convbn3,0.314,0.148,77.084,0.394
2902,stage2.unit4.quant_convbn1,stage4.unit3.quant_act,0.314,1.1,76.068,1.41
2903,stage2.unit4.quant_convbn1,stage4.unit3.quant_convbn1,0.314,0.308,76.854,0.624
2904,stage2.unit4.quant_convbn1,stage4.unit3.quant_act1,0.314,0.222,76.982,0.496
2905,stage2.unit4.quant_convbn1,stage4.unit3.quant_convbn2,0.314,0.252,77.028,0.45
2906,stage2.unit4.quant_convbn1,stage4.unit3.quant_act2,0.314,0.512,76.708,0.77
2907,stage2.unit4.quant_convbn1,stage4.unit3.quant_convbn3,0.314,0.146,77.118,0.36
3130,stage3.unit1.quant_act,stage3.unit1.quant_convbn1,2.506,0.044,74.866,2.612
3131,stage3.unit1.quant_act,stage3.unit1.quant_act1,2.506,1.498,73.148,4.33
3132,stage3.unit1.quant_act,stage3.unit1.quant_convbn2,2.506,0.146,74.568,2.91
3133,stage3.unit1.quant_act,stage3.unit1.quant_act2,2.506,6.106,71.272,6.206
3134,stage3.unit1.quant_act,stage3.unit1.quant_convbn3,2.506,0.168,74.734,2.744
3135,stage3.unit1.quant_act,stage3.unit2.quant_act,2.506,0.324,75.004,2.474
3136,stage3.unit1.quant_act,stage3.unit2.quant_convbn1,2.506,0.038,74.9,2.578
3137,stage3.unit1.quant_act,stage3.unit2.quant_act1,2.506,1.442,73.368,4.11
3138,stage3.unit1.quant_act,stage3.unit2.quant_convbn2,2.506,0.162,74.942,2.536
3139,stage3.unit1.quant_act,stage3.unit2.quant_act2,2.506,0.53,74.308,3.17
3140,stage3.unit1.quant_act,stage3.unit2.quant_convbn3,2.506,0.106,74.898,2.58
3141,stage3.unit1.quant_act,stage3.unit3.quant_act,2.506,0.246,74.67,2.808
3142,stage3.unit1.quant_act,stage3.unit3.quant_convbn1,2.506,0.25,74.892,2.586
3143,stage3.unit1.quant_act,stage3.unit3.quant_act1,2.506,1.5,73.45,4.028
3144,stage3.unit1.quant_act,stage3.unit3.quant_convbn2,2.506,0.174,74.962,2.516
3145,stage3.unit1.quant_act,stage3.unit3.quant_act2,2.506,6.144,68.854,8.624
3146,stage3.unit1.quant_act,stage3.unit3.quant_convbn3,2.506,0.176,74.954,2.524
3147,stage3.unit1.quant_act,stage3.unit4.quant_act,2.506,0.43,74.508,2.97
3148,stage3.unit1.quant_act,stage3.unit4.quant_convbn1,2.506,-0.036,74.956,2.522
3149,stage3.unit1.quant_act,stage3.unit4.quant_act1,2.506,0.708,74.412,3.066
3150,stage3.unit1.quant_act,stage3.unit4.quant_convbn2,2.506,0.156,74.966,2.512
3151,stage3.unit1.quant_act,stage3.unit4.quant_act2,2.506,1.102,73.756,3.722
3152,stage3.unit1.quant_act,stage3.unit4.quant_convbn3,2.506,0.194,74.816,2.662
3153,stage3.unit1.quant_act,stage3.unit5.quant_act,2.506,0.308,74.788,2.69
3154,stage3.unit1.quant_act,stage3.unit5.quant_convbn1,2.506,0.17,74.814,2.664
3155,stage3.unit1.quant_act,stage3.unit5.quant_act1,2.506,1.986,72.504,4.974
3156,stage3.unit1.quant_act,stage3.unit5.quant_convbn2,2.506,0.14,74.876,2.602
3157,stage3.unit1.quant_act,stage3.unit5.quant_act2,2.506,3.05,72.34,5.138
3158,stage3.unit1.quant_act,stage3.unit5.quant_convbn3,2.506,0.096,74.92,2.558
3159,stage3.unit1.quant_act,stage3.unit6.quant_act,2.506,0.422,74.56,2.918
3160,stage3.unit1.quant_act,stage3.unit6.quant_convbn1,2.506,0.18,74.948,2.53
3161,stage3.unit1.quant_act,stage3.unit6.quant_act1,2.506,1.024,74.23,3.248
3162,stage3.unit1.quant_act,stage3.unit6.quant_convbn2,2.506,0.116,74.896,2.582
3163,stage3.unit1.quant_act,stage3.unit6.quant_act2,2.506,4.312,70.82,6.658
3164,stage3.unit1.quant_act,stage3.unit6.quant_convbn3,2.506,0.116,74.96,2.518
3165,stage3.unit1.quant_act,stage4.unit1.quant_act,2.506,12.264,62.294,15.184
3166,stage3.unit1.quant_act,stage4.unit1.quant_convbn1,2.506,0.15,74.762,2.716
3167,stage3.unit1.quant_act,stage4.unit1.quant_act1,2.506,0.256,74.742,2.736
3168,stage3.unit1.quant_act,stage4.unit1.quant_convbn2,2.506,0.066,74.944,2.534
3169,stage3.unit1.quant_act,stage4.unit1.quant_act2,2.506,0.15,74.818,2.66
3170,stage3.unit1.quant_act,stage4.unit1.quant_convbn3,2.506,0.048,74.93,2.548
3171,stage3.unit1.quant_act,stage4.unit2.quant_act,2.506,1.294,73.54,3.938
3172,stage3.unit1.quant_act,stage4.unit2.quant_convbn1,2.506,0.216,74.802,2.676
3173,stage3.unit1.quant_act,stage4.unit2.quant_act1,2.506,0.122,74.876,2.602
3174,stage3.unit1.quant_act,stage4.unit2.quant_convbn2,2.506,0.024,74.92,2.558
3175,stage3.unit1.quant_act,stage4.unit2.quant_act2,2.506,0.052,74.866,2.612
3176,stage3.unit1.quant_act,stage4.unit2.quant_convbn3,2.506,0.148,74.792,2.686
3177,stage3.unit1.quant_act,stage4.unit3.quant_act,2.506,1.1,73.642,3.836
3178,stage3.unit1.quant_act,stage4.unit3.quant_convbn1,2.506,0.308,74.772,2.706
3179,stage3.unit1.quant_act,stage4.unit3.quant_act1,2.506,0.222,74.818,2.66
3180,stage3.unit1.quant_act,stage4.unit3.quant_convbn2,2.506,0.252,74.834,2.644
3181,stage3.unit1.quant_act,stage4.unit3.quant_act2,2.506,0.512,74.416,3.062
3182,stage3.unit1.quant_act,stage4.unit3.quant_convbn3,2.506,0.146,74.852,2.626
3183,stage3.unit1.quant_convbn1,stage3.unit1.quant_act1,0.044,1.498,76.074,1.404
3184,stage3.unit1.quant_convbn1,stage3.unit1.quant_convbn2,0.044,0.146,77.12,0.358
3185,stage3.unit1.quant_convbn1,stage3.unit1.quant_act2,0.044,6.106,71.41,6.068
3186,stage3.unit1.quant_convbn1,stage3.unit1.quant_convbn3,0.044,0.168,77.142,0.336
3187,stage3.unit1.quant_convbn1,stage3.unit2.quant_act,0.044,0.324,77.048,0.43
3188,stage3.unit1.quant_convbn1,stage3.unit2.quant_convbn1,0.044,0.038,77.216,0.262
3189,stage3.unit1.quant_convbn1,stage3.unit2.quant_act1,0.044,1.442,75.838,1.64
3190,stage3.unit1.quant_convbn1,stage3.unit2.quant_convbn2,0.044,0.162,77.298,0.18
3191,stage3.unit1.quant_convbn1,stage3.unit2.quant_act2,0.044,0.53,76.928,0.55
3192,stage3.unit1.quant_convbn1,stage3.unit2.quant_convbn3,0.044,0.106,77.31,0.168
3193,stage3.unit1.quant_convbn1,stage3.unit3.quant_act,0.044,0.246,77.082,0.396
3194,stage3.unit1.quant_convbn1,stage3.unit3.quant_convbn1,0.044,0.25,77.248,0.23
3195,stage3.unit1.quant_convbn1,stage3.unit3.quant_act1,0.044,1.5,75.936,1.542
3196,stage3.unit1.quant_convbn1,stage3.unit3.quant_convbn2,0.044,0.174,77.32,0.158
3197,stage3.unit1.quant_convbn1,stage3.unit3.quant_act2,0.044,6.144,71.276,6.202
3198,stage3.unit1.quant_convbn1,stage3.unit3.quant_convbn3,0.044,0.176,77.35,0.128
3199,stage3.unit1.quant_convbn1,stage3.unit4.quant_act,0.044,0.43,77.006,0.472
3200,stage3.unit1.quant_convbn1,stage3.unit4.quant_convbn1,0.044,-0.036,77.39,0.088
3201,stage3.unit1.quant_convbn1,stage3.unit4.quant_act1,0.044,0.708,76.774,0.704
3202,stage3.unit1.quant_convbn1,stage3.unit4.quant_convbn2,0.044,0.156,77.304,0.174
3203,stage3.unit1.quant_convbn1,stage3.unit4.quant_act2,0.044,1.102,76.364,1.114
3204,stage3.unit1.quant_convbn1,stage3.unit4.quant_convbn3,0.044,0.194,77.282,0.196
3205,stage3.unit1.quant_convbn1,stage3.unit5.quant_act,0.044,0.308,77.05,0.428
3206,stage3.unit1.quant_convbn1,stage3.unit5.quant_convbn1,0.044,0.17,77.344,0.134
3207,stage3.unit1.quant_convbn1,stage3.unit5.quant_act1,0.044,1.986,75.46,2.018
3208,stage3.unit1.quant_convbn1,stage3.unit5.quant_convbn2,0.044,0.14,77.396,0.082
3209,stage3.unit1.quant_convbn1,stage3.unit5.quant_act2,0.044,3.05,74.376,3.102
3210,stage3.unit1.quant_convbn1,stage3.unit5.quant_convbn3,0.044,0.096,77.416,0.062
3211,stage3.unit1.quant_convbn1,stage3.unit6.quant_act,0.044,0.422,76.878,0.6
3212,stage3.unit1.quant_convbn1,stage3.unit6.quant_convbn1,0.044,0.18,77.28,0.198
3213,stage3.unit1.quant_convbn1,stage3.unit6.quant_act1,0.044,1.024,76.31,1.168
3214,stage3.unit1.quant_convbn1,stage3.unit6.quant_convbn2,0.044,0.116,77.256,0.222
3215,stage3.unit1.quant_convbn1,stage3.unit6.quant_act2,0.044,4.312,72.98,4.498
3216,stage3.unit1.quant_convbn1,stage3.unit6.quant_convbn3,0.044,0.116,77.312,0.166
3217,stage3.unit1.quant_convbn1,stage4.unit1.quant_act,0.044,12.264,64.804,12.674
3218,stage3.unit1.quant_convbn1,stage4.unit1.quant_convbn1,0.044,0.15,77.262,0.216
3219,stage3.unit1.quant_convbn1,stage4.unit1.quant_act1,0.044,0.256,77.19,0.288
3220,stage3.unit1.quant_convbn1,stage4.unit1.quant_convbn2,0.044,0.066,77.384,0.094
3221,stage3.unit1.quant_convbn1,stage4.unit1.quant_act2,0.044,0.15,77.318,0.16
3222,stage3.unit1.quant_convbn1,stage4.unit1.quant_convbn3,0.044,0.048,77.344,0.134
3223,stage3.unit1.quant_convbn1,stage4.unit2.quant_act,0.044,1.294,76.158,1.32
3224,stage3.unit1.quant_convbn1,stage4.unit2.quant_convbn1,0.044,0.216,77.264,0.214
3225,stage3.unit1.quant_convbn1,stage4.unit2.quant_act1,0.044,0.122,77.308,0.17
3226,stage3.unit1.quant_convbn1,stage4.unit2.quant_convbn2,0.044,0.024,77.478,0
